flight_id,date,callsign,adep,name_adep,country_code_adep,ades,name_ades,country_code_ades,actual_offblock_time,arrival_time,aircraft_type,wtc,airline,flight_duration,taxiout_time,flown_distance,tow
248756016,2022-01-01,91dad6772e67d076266138b302969ad7,LFMN,Nice,FR,LSZH,Zurich,CH,2022-01-01T14:23:00Z,2022-01-01T15:29:51Z,BCS1,M,2d5def0a5a844b343ba1b7cc9cb28fa9,59,8,293,49880
248751682,2022-01-01,42db589cc4bc991f492850f550cb2a30,EKCH,Copenhagen,DK,LEMG,Malaga,ES,2022-01-01T05:28:00Z,2022-01-01T09:11:33Z,A20N,M,8be5c854fd664bcb97fb543339f74770,214,10,1376,54851
248756051,2022-01-01,c292ac45893a2a74345e286963fb99e2,ESSA,Stockholm Arlanda,SE,LSZH,Zurich,CH,2022-01-01T14:40:00Z,2022-01-01T16:59:53Z,A20N,M,2d5def0a5a844b343ba1b7cc9cb28fa9,125,15,833,62813
248753942,2022-01-01,f9a091abe4b4fa48cc96deec8af04e8f,LEMD,Madrid Barajas,ES,EBBR,Brussels,BE,2022-01-01T11:45:00Z,2022-01-01T13:49:04Z,A320,M,bdeeef3a675587d530de70a25d7118d2,106,18,755,56902
248753946,2022-01-01,ab1a83d87acdb9d93b226295de4c650c,LEMD,Madrid Barajas,ES,KMIA,Miami,US,2022-01-01T11:35:00Z,2022-01-01T20:51:28Z,B772,H,5543e4dc327359ffaf5b9c0e6faaf0e1,540,16,4000,184373
248765211,2022-01-01,0d8934dc6935f6f1e6e7f16d840d97c9,EGCC,Manchester,GB,LEAL,Alicante,ES,2022-01-01T06:06:00Z,2022-01-01T09:30:39Z,B738,M,3922524069809ac4326134429751e26f,189,16,964,60761
248751691,2022-01-01,68662b57535b407ec3de7d18237516cf,LTFM,iGA Istanbul,TR,LFBO,Toulouse Blagnac,FR,2022-01-01T05:28:00Z,2022-01-01T09:06:47Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,194,25,1273,79707
248753228,2022-01-01,0b48e52bf9f02c8c423ac0b3cb0ac53e,LSGG,Geneva,CH,LPPT,Lisbon,PT,2022-01-01T15:51:00Z,2022-01-01T18:26:34Z,BCS3,M,2d5def0a5a844b343ba1b7cc9cb28fa9,143,13,821,49866
248753231,2022-01-01,06303a07e12ea5dc07be9d46ec5b8325,LSZH,Zurich,CH,EKCH,Copenhagen,DK,2022-01-01T16:03:00Z,2022-01-01T17:41:30Z,A20N,M,8be5c854fd664bcb97fb543339f74770,90,9,563,54859
248762109,2022-01-01,8c504b5043608a154801b83c30e49f1b,EGLL,London Heathrow,GB,LSZH,Zurich,CH,2022-01-01T18:47:00Z,2022-01-01T20:06:05Z,A20N,M,2d5def0a5a844b343ba1b7cc9cb28fa9,69,10,456,59851
248753176,2022-01-01,53e361ac1d69f11686dc1903f734f3bc,EIDW,Dublin,IE,LSZH,Zurich,CH,2022-01-01T14:54:34Z,2022-01-01T16:56:39Z,A321,M,2d5def0a5a844b343ba1b7cc9cb28fa9,108,14,701,66707
248765226,2022-01-01,ca35bc22e2e4ef6dca29b35a405dc8d5,LTFM,iGA Istanbul,TR,LSGG,Geneva,CH,2022-01-01T06:11:00Z,2022-01-01T09:18:46Z,A321,M,6351ec1b849adacc0cbb3b1313d8d39b,163,25,1064,76571
248765789,2022-01-01,485e87a1488765c033c5d27fa0d9f55a,LSZH,Zurich,CH,KBOS,Boston,US,2022-01-01T16:39:00Z,2022-01-02T00:45:47Z,A333,H,2d5def0a5a844b343ba1b7cc9cb28fa9,476,11,3304,208487
248751814,2022-01-01,26ee289b2b9858b526da6f8598cf5f57,EGKK,London Gatwick,GB,EIDW,Dublin,IE,2022-01-01T08:35:00Z,2022-01-01T09:41:58Z,A320,M,a73f82288988b79be490c6322f4c32ed,47,20,268,53730
248751818,2022-01-01,ff3732a03c682b52d5e9c509ccacebb2,EDDB,Berlin Brandenburg,DE,LOWW,Vienna,AT,2022-01-01T08:34:00Z,2022-01-01T09:30:08Z,E195,M,5d407cb11cc29578cc3e292e743f5393,50,6,322,34883
248764935,2022-01-01,dfd31465773d5f5318026b6b27701086,EGLL,London Heathrow,GB,LTFM,iGA Istanbul,TR,2022-01-01T17:38:00Z,2022-01-01T20:51:00Z,B77W,H,6351ec1b849adacc0cbb3b1313d8d39b,177,16,1371,212155
248765706,2022-01-01,22a0582df0e4c52326054daa29768a45,EGLL,London Heathrow,GB,KDFW,Dallas Fort Worth,US,2022-01-01T14:51:00Z,2022-01-02T00:56:23Z,B77W,H,5543e4dc327359ffaf5b9c0e6faaf0e1,582,23,4381,242955
248760107,2022-01-01,ea74aae14a5af675d243b168c7975dab,LSZH,Zurich,CH,LTFM,iGA Istanbul,TR,2022-01-01T17:14:00Z,2022-01-01T19:43:00Z,A321,M,6351ec1b849adacc0cbb3b1313d8d39b,139,10,976,70756
248751517,2022-01-01,ab4dcf0d9e6e834fa24518f2b597e415,LTFM,iGA Istanbul,TR,LTAC,Ankara,TR,2022-01-01T19:59:00Z,2022-01-01T21:08:00Z,B38M,M,6351ec1b849adacc0cbb3b1313d8d39b,44,25,252,59715
248752290,2022-01-01,04ffdd9b93e7f7dc44725bc0c7bf91e7,LFMN,Nice,FR,EBBR,Brussels,BE,2022-01-01T15:48:00Z,2022-01-01T17:14:33Z,A319,M,bdeeef3a675587d530de70a25d7118d2,79,8,491,59474.2123287671
248750853,2022-01-01,0565942e10e73c0982636a0b705e401e,EBBR,Brussels,BE,EIDW,Dublin,IE,2022-01-01T09:15:00Z,2022-01-01T10:40:18Z,A320,M,a73f82288988b79be490c6322f4c32ed,77,8,444,48498
248752191,2022-01-01,55835cecc6830aa360f9d724e827092f,LTAC,Ankara,TR,LTFJ,Istanbul Sabiha Gokcen,TR,2022-01-01T14:14:00Z,2022-01-01T14:58:00Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,39,5,216,56862
248752196,2022-01-01,bc8f0b52ea0ad41b5d672a6828bc6681,EIDW,Dublin,IE,KBOS,Boston,US,2022-01-01T14:08:00Z,2022-01-01T20:36:34Z,A333,H,a73f82288988b79be490c6322f4c32ed,375,14,2612,191026.734513274
248750771,2022-01-01,ecc24e942c90d8fee93ca1d53226b19b,LTFJ,Istanbul Sabiha Gokcen,TR,EHAM,Amsterdam,NL,2022-01-01T08:03:00Z,2022-01-01T11:39:43Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,202,15,1262,72770
248751978,2022-01-01,032f3e986abeb2b8d8eb14d3dd97b662,EIDW,Dublin,IE,LFBD,Bordeaux,FR,2022-01-01T10:56:00Z,2022-01-01T12:46:03Z,A320,M,a73f82288988b79be490c6322f4c32ed,95,15,598,62974.1348521278
248750798,2022-01-01,6e3f3678233b58211600123d69a4966d,EGCC,Manchester,GB,EIDW,Dublin,IE,2022-01-01T08:25:00Z,2022-01-01T09:14:35Z,A320,M,a73f82288988b79be490c6322f4c32ed,35,15,160,52774
248753038,2022-01-01,2491e6cd48340cab006a7010dec6e22d,LEPA,Palma de Mallorca,ES,LOWW,Vienna,AT,2022-01-01T12:16:00Z,2022-01-01T14:28:42Z,A320,M,5d407cb11cc29578cc3e292e743f5393,124,9,835,61826
248761889,2022-01-01,0f276b406c26456422883bf58084e1b2,LEMG,Malaga,ES,EBBR,Brussels,BE,2022-01-01T14:34:00Z,2022-01-01T17:00:55Z,A320,M,bdeeef3a675587d530de70a25d7118d2,136,11,990,68318.3565217391
248762645,2022-01-01,f8857f93096492a0820680049f288afe,EGLL,London Heathrow,GB,EBBR,Brussels,BE,2022-01-01T11:09:00Z,2022-01-01T11:58:20Z,A320,M,bdeeef3a675587d530de70a25d7118d2,35,14,224,59470.9003398218
248762694,2022-01-01,a7f172894c28b6cdb66a8e9fbe1f2e77,LOWW,Vienna,AT,LSGG,Geneva,CH,2022-01-01T11:41:00Z,2022-01-01T13:05:30Z,E195,M,5d407cb11cc29578cc3e292e743f5393,75,10,452,43853
248761747,2022-01-01,90e1bbbbcb020a0d2cbefe2d3707adcb,LFSB,Basel/Mulhouse,FR,LSZH,Zurich,CH,2022-01-01T12:35:00Z,2022-01-01T12:57:11Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,15,7,60,73856
248763347,2022-01-01,cfc533d9d3c121b1f38f0cf16ad44c81,LTFM,iGA Istanbul,TR,LFMN,Nice,FR,2022-01-01T05:38:00Z,2022-01-01T08:39:44Z,B739,M,6351ec1b849adacc0cbb3b1313d8d39b,157,25,1009,69660
248763349,2022-01-01,63fff8ab31eb343a4be9d790076059a8,LTFM,iGA Istanbul,TR,LOWW,Vienna,AT,2022-01-01T05:48:00Z,2022-01-01T08:07:19Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,114,25,681,73707
248763355,2022-01-01,4ce879ff36c4681c6d027254814d2a75,LTFM,iGA Istanbul,TR,EDDM,Munich,DE,2022-01-01T06:00:00Z,2022-01-01T08:45:20Z,B739,M,6351ec1b849adacc0cbb3b1313d8d39b,140,25,854,68660
248763006,2022-01-01,915c15b9790db0748f0ce40b9bc3d217,LOWW,Vienna,AT,EGLL,London Heathrow,GB,2022-01-01T16:45:00Z,2022-01-01T18:59:06Z,A320,M,5d407cb11cc29578cc3e292e743f5393,121,13,700,63791
248762708,2022-01-01,a3ecbee5f28f038168f74c4cfa073ced,EGLL,London Heathrow,GB,KCLT,Charlotte,US,2022-01-01T11:48:00Z,2022-01-01T20:32:15Z,B772,H,5543e4dc327359ffaf5b9c0e6faaf0e1,504,20,3546,201282
248762712,2022-01-01,c0ef017458a0cb93cabb79b992dd8bdb,EGPH,Edinburgh,GB,LTFM,iGA Istanbul,TR,2022-01-01T11:52:00Z,2022-01-01T15:44:00Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,219,13,1625,73806
248762500,2022-01-01,4287395b47d8e51ae5e8430b3fd28004,EBBR,Brussels,BE,LPPT,Lisbon,PT,2022-01-01T09:00:00Z,2022-01-01T11:49:41Z,A320,M,bdeeef3a675587d530de70a25d7118d2,158,12,984,66380
248764973,2022-01-01,1c220e3571ecf5cdc3dbe56195c0909f,ENHD,Haugesund,NO,ENGM,Oslo,NO,2022-01-01T18:38:35Z,2022-01-01T19:21:04Z,B737,M,8be5c854fd664bcb97fb543339f74770,37,5,209,56862
248765681,2022-01-01,6ffca7c7b00710df057eb312f7bc7262,LEVC,Valencia,ES,LSZH,Zurich,CH,2022-01-01T14:24:00Z,2022-01-01T16:14:47Z,A321,M,2d5def0a5a844b343ba1b7cc9cb28fa9,101,10,675,67756
248765829,2022-01-01,204c541809c47cf553a71068dc19cc05,EGLL,London Heathrow,GB,KJFK,New York JFK,US,2022-01-01T16:59:00Z,2022-01-02T00:15:36Z,B77W,H,5543e4dc327359ffaf5b9c0e6faaf0e1,420,17,3050,233127
248765733,2022-01-01,d1f8bbc310b51fb4e1b04e1aa2c8fcba,ENGM,Oslo,NO,EKCH,Copenhagen,DK,2022-01-01T15:32:00Z,2022-01-01T16:37:45Z,CRJ9,M,8be5c854fd664bcb97fb543339f74770,46,20,288,32838
248755582,2022-01-01,e7fdb8554c56f9137bd611157d9fc9a1,EKCH,Copenhagen,DK,ESGG,Gothenburg,SE,2022-01-01T07:08:00Z,2022-01-01T07:53:03Z,AT76,M,8be5c854fd664bcb97fb543339f74770,39,6,139,19938
248751745,2022-01-01,b7b7d47344cf052c5b710aa7b972a2ac,EIDW,Dublin,IE,EBBR,Brussels,BE,2022-01-01T06:45:00Z,2022-01-01T08:19:31Z,A320,M,a73f82288988b79be490c6322f4c32ed,77,18,479,48498
248762415,2022-01-01,f8b7e9c64dbea62e80c707bad7cf1c45,EBBR,Brussels,BE,LFPG,Paris Charles de Gaulle,FR,2022-01-01T07:14:00Z,2022-01-01T08:00:03Z,A320,M,bdeeef3a675587d530de70a25d7118d2,36,10,151,59470.9003398218
248765147,2022-01-01,c49855223879a993a3f1ab2899a5bc93,KJFK,New York JFK,US,LSGG,Geneva,CH,2022-01-01T00:27:00Z,2022-01-01T08:11:33Z,A333,H,2d5def0a5a844b343ba1b7cc9cb28fa9,430,35,3557,190943
248764460,2022-01-01,27dc985d859edc1dc123eb3f0a906fe5,EGLL,London Heathrow,GB,EGAC,Belfast City,GB,2022-01-01T09:58:00Z,2022-01-01T11:04:00Z,A320,M,a73f82288988b79be490c6322f4c32ed,53,13,303,51791
248750932,2022-01-01,7c0c2e4a50981c94a9593537d19c2d8b,LIRF,Rome Fiumicino,IT,EIDW,Dublin,IE,2022-01-01T10:40:00Z,2022-01-01T13:55:49Z,A320,M,a73f82288988b79be490c6322f4c32ed,177,19,1136,57868.5
248752794,2022-01-01,42600289e6dd0909c8e2a8ecf91a5cf7,LROP,Bucharest Otopeni,RO,LTFM,iGA Istanbul,TR,2022-01-01T07:50:00Z,2022-01-01T08:52:00Z,A320,M,6351ec1b849adacc0cbb3b1313d8d39b,47,15,265,58774
248752801,2022-01-01,4c7ac22cdb1e74231c6a5e976b2dd373,LBSF,Sofia,BG,LTFM,iGA Istanbul,TR,2022-01-01T08:11:00Z,2022-01-01T09:14:56Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,53,11,278,54807
248752004,2022-01-01,49fdc5ad1b303f15227d02cfc52186da,EGBB,Birmingham,GB,LTFM,iGA Istanbul,TR,2022-01-01T11:18:00Z,2022-01-01T14:50:00Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,197,15,1455,66790
248752008,2022-01-01,54b1ba4eaf49fc6ceb9a6e71ba42bcfb,LSZH,Zurich,CH,ESSA,Stockholm Arlanda,SE,2022-01-01T11:44:00Z,2022-01-01T13:56:18Z,A20N,M,2d5def0a5a844b343ba1b7cc9cb28fa9,123,9,832,61859
248752015,2022-01-01,81d47bd5c0328a61500d3fda9dd8fb3c,EGCC,Manchester,GB,EBBR,Brussels,BE,2022-01-01T11:41:00Z,2022-01-01T12:59:30Z,A319,M,bdeeef3a675587d530de70a25d7118d2,63,16,352,57274.3449402927
248750958,2022-01-01,85ee68e5b7b5acf24ba00d1318eca1e8,LFPG,Paris Charles de Gaulle,FR,KMIA,Miami,US,2022-01-01T11:34:00Z,2022-01-01T21:22:58Z,B772,H,5543e4dc327359ffaf5b9c0e6faaf0e1,575,14,4179,186418
248752808,2022-01-01,c38819f0fa29386e649f527520610076,EPWA,Warsaw Chopin,PL,LTFM,iGA Istanbul,TR,2022-01-01T08:05:00Z,2022-01-01T10:08:00Z,A321,M,6351ec1b849adacc0cbb3b1313d8d39b,112,11,784,62744
248752167,2022-01-01,ccd590dd24e434776ee68eb636a01986,ESMS,Malmo,SE,ESSA,Stockholm Arlanda,SE,2022-01-01T13:54:00Z,2022-01-01T14:52:53Z,CRJ9,M,8be5c854fd664bcb97fb543339f74770,49,10,292,30892
248752032,2022-01-01,49436c394239c7b5570684f82b376a32,EDDF,Frankfurt,DE,LOWW,Vienna,AT,2022-01-01T11:35:00Z,2022-01-01T12:46:19Z,A321,M,5d407cb11cc29578cc3e292e743f5393,57,14,369,58707
248752033,2022-01-01,a8444b4affaaef50b17b307beae7b437,LFPG,Paris Charles de Gaulle,FR,LTAC,Ankara,TR,2022-01-01T11:59:00Z,2022-01-01T15:35:00Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,199,17,1476,63752
248752034,2022-01-01,9e68aad92af8256a947bc671b6226158,EKCH,Copenhagen,DK,KEWR,Newark,US,2022-01-01T12:08:00Z,2022-01-01T20:08:10Z,A359,H,8be5c854fd664bcb97fb543339f74770,467,13,3430,233445
248752704,2022-01-01,8d0f4286d1cc8073394f9cceb075e0f9,LTFM,iGA Istanbul,TR,EDDN,Nurenberg,DE,2022-01-01T06:04:00Z,2022-01-01T09:04:31Z,A321,M,6351ec1b849adacc0cbb3b1313d8d39b,156,25,924,77571
248760807,2022-01-01,408c1d5b0fe833d46184e2f36f6c80a7,LTFM,iGA Istanbul,TR,LSZH,Zurich,CH,2022-01-01T13:04:00Z,2022-01-01T16:07:57Z,A321,M,6351ec1b849adacc0cbb3b1313d8d39b,159,25,979,79571
248752823,2022-01-01,a4439183674a6211250e06b24b90d6d9,EBBR,Brussels,BE,LFML,Marseille,FR,2022-01-01T08:41:00Z,2022-01-01T10:10:00Z,A319,M,bdeeef3a675587d530de70a25d7118d2,80,9,508,58244.2172181094
248751462,2022-01-01,7bb3fd9f04e3acd984a01ac5d1193d76,EDDH,Hamburg,DE,LOWW,Vienna,AT,2022-01-01T19:04:00Z,2022-01-01T20:20:54Z,A320,M,5d407cb11cc29578cc3e292e743f5393,68,9,457,53826
248751591,2022-01-01,e081e3c0c7f0ddaeb676c74367eb27eb,EHAM,Amsterdam,NL,LTFM,iGA Istanbul,TR,2022-01-01T21:42:00Z,2022-01-02T00:35:00Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,161,12,1230,73814
248751357,2022-01-01,a80ce12e230058d3027ada1042bb427b,LOWW,Vienna,AT,LSGG,Geneva,CH,2022-01-01T16:39:00Z,2022-01-01T18:07:31Z,A320,M,5d407cb11cc29578cc3e292e743f5393,76,13,459,62791
248750693,2022-01-01,e7d806f0aeb480b38cb82aa91d265417,LTFM,iGA Istanbul,TR,LBSF,Sofia,BG,2022-01-01T05:55:00Z,2022-01-01T07:17:08Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,57,25,285,56678
248753221,2022-01-01,bb77ca076bffc18bf7d46c4f953a9e84,EIDW,Dublin,IE,KJFK,New York JFK,US,2022-01-01T15:43:00Z,2022-01-01T22:50:52Z,A21N,M,a73f82288988b79be490c6322f4c32ed,414,14,2773,89798
248764129,2022-01-01,049103b51ba16aaf5693443271ae29ce,KMIA,Miami,US,ESSA,Stockholm Arlanda,SE,2022-01-01T21:45:00Z,2022-01-02T06:59:39Z,A333,H,8be5c854fd664bcb97fb543339f74770,545,10,4443,199510
248763684,2022-01-01,6c98fcaa191dec632b87b46511f1d2da,LEMD,Madrid Barajas,ES,KJFK,New York JFK,US,2022-01-01T12:31:00Z,2022-01-01T20:21:38Z,B772,H,5543e4dc327359ffaf5b9c0e6faaf0e1,455,16,3174,203373
248764006,2022-01-01,759af72400d10e6be10ab87f832de7a8,EIDW,Dublin,IE,EGKK,London Gatwick,GB,2022-01-01T17:58:00Z,2022-01-01T19:08:33Z,A320,M,a73f82288988b79be490c6322f4c32ed,56,15,307,50126
248762575,2022-01-01,a0d4c31cee154171b82afa306d29e04f,EIDW,Dublin,IE,LFPG,Paris Charles de Gaulle,FR,2022-01-01T10:01:00Z,2022-01-01T11:37:24Z,A320,M,a73f82288988b79be490c6322f4c32ed,81,15,499,63179.4145873321
248762582,2022-01-01,4c453f2765f90bcee1eb42e427a19a4f,LFBO,Toulouse Blagnac,FR,LTFM,iGA Istanbul,TR,2022-01-01T10:18:00Z,2022-01-01T13:30:00Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,182,10,1275,68831
248754560,2022-01-01,642f87b7f25f96832c49e0b0356b260b,LTFM,iGA Istanbul,TR,LHBP,Budapest,HU,2022-01-01T05:16:00Z,2022-01-01T07:17:27Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,96,25,557,62678
248762722,2022-01-01,c1f006f39f658a68e349c77212b642dc,EGLL,London Heathrow,GB,KMIA,Miami,US,2022-01-01T12:17:00Z,2022-01-01T21:18:48Z,B77W,H,5543e4dc327359ffaf5b9c0e6faaf0e1,523,19,3873,244069
248763387,2022-01-01,9ed43d6afe1cc9ed020c4196d28b6105,LTFM,iGA Istanbul,TR,LIPZ,Venice,IT,2022-01-01T06:27:00Z,2022-01-01T09:00:55Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,129,25,799,61678
248762395,2022-01-01,fe90fb0627a9920ac8cc4feabc338e84,LTBS,Mugla Dalaman,TR,LTFJ,Istanbul Sabiha Gokcen,TR,2022-01-01T06:59:00Z,2022-01-01T08:00:00Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,55,6,323,55852
248762396,2022-01-01,cad729dcad0928b1609973534eead161,EIDW,Dublin,IE,EDDF,Frankfurt,DE,2022-01-01T06:47:00Z,2022-01-01T08:39:02Z,A320,M,a73f82288988b79be490c6322f4c32ed,94,18,644,62352.6257062147
248762162,2022-01-01,48c2c055e2270bf10204c698b1776439,LOWW,Vienna,AT,ESSA,Stockholm Arlanda,SE,2022-01-01T20:02:00Z,2022-01-01T22:09:45Z,A320,M,5d407cb11cc29578cc3e292e743f5393,115,13,751,61791
248764539,2022-01-01,909b2e49e05c28c7706200c8f5faefc7,ESGG,Gothenburg,SE,LTFM,iGA Istanbul,TR,2022-01-01T11:10:00Z,2022-01-01T13:58:00Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,158,10,1213,69831
248753068,2022-01-01,56150540ebff78da19b84ba990a355a0,LTFJ,Istanbul Sabiha Gokcen,TR,LSZH,Zurich,CH,2022-01-01T13:00:00Z,2022-01-01T15:55:43Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,161,15,1024,72770
248751045,2022-01-01,1de47b5312ced07d45d4f8e7399a5316,ESNZ,Are Ostersund,SE,ESSA,Stockholm Arlanda,SE,2022-01-01T12:14:00Z,2022-01-01T12:59:51Z,A20N,M,8be5c854fd664bcb97fb543339f74770,41,5,264,59889
248754296,2022-01-01,feb9395fc55be61b703a3c43ea6ba8ed,LGAV,Athens,GR,LSGG,Geneva,CH,2022-01-01T17:11:00Z,2022-01-01T19:56:24Z,BCS1,M,2d5def0a5a844b343ba1b7cc9cb28fa9,152,13,956,46846
248754309,2022-01-01,26071b61021daea12a6917ddbf7b18f7,LPFR,Faro,PT,EBBR,Brussels,BE,2022-01-01T17:41:00Z,2022-01-01T20:11:39Z,A319,M,bdeeef3a675587d530de70a25d7118d2,141,10,1030,61856.9469934696
248754313,2022-01-01,953d55fb3d5b19f83645ded2b08f1d4d,EDDH,Hamburg,DE,ENGM,Oslo,NO,2022-01-01T17:43:00Z,2022-01-01T19:03:29Z,CRJ9,M,8be5c854fd664bcb97fb543339f74770,70,10,441,28892
248751722,2022-01-01,5d5c82ee2f750425e7b9fe4483cd9065,LSZH,Zurich,CH,EDDH,Hamburg,DE,2022-01-01T06:16:00Z,2022-01-01T07:43:44Z,A20N,M,2d5def0a5a844b343ba1b7cc9cb28fa9,71,17,406,50798
248765106,2022-01-01,89dbd380d6715e537da88e764f129dbb,LTFM,iGA Istanbul,TR,OOMS,Muscat,OM,2022-01-01T21:59:00Z,2022-01-02T03:03:22Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,279,25,2101,84707
248751761,2022-01-01,1e7f15e965408d850b41a347e6ae8fbd,EIDW,Dublin,IE,LPPT,Lisbon,PT,2022-01-01T07:02:00Z,2022-01-01T10:06:08Z,A320,M,a73f82288988b79be490c6322f4c32ed,166,18,943,65181.8813410116
248765139,2022-01-01,159b8ce3df68233d04b17a6b90f9da18,KMIA,Miami,US,LFPG,Paris Charles de Gaulle,FR,2022-01-01T01:19:00Z,2022-01-01T09:28:11Z,B772,H,5543e4dc327359ffaf5b9c0e6faaf0e1,479,10,4141,182509
248765179,2022-01-01,ea1db2aa2c46107d2a92fd4c78723c2c,LTFM,iGA Istanbul,TR,KSFO,San Francisco,US,2022-01-01T04:54:00Z,2022-01-01T18:12:40Z,B789,H,6351ec1b849adacc0cbb3b1313d8d39b,774,25,5939,243368
248765184,2022-01-01,bbdf853a4f2e5abcfb14296c3180fdcd,LTFM,iGA Istanbul,TR,LPPT,Lisbon,PT,2022-01-01T05:20:00Z,2022-01-01T10:21:01Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,276,25,1825,70707
248764834,2022-01-01,9245621806a1cecf395eb5c46ec0b51b,ESPA,Lulea,SE,ESSA,Stockholm Arlanda,SE,2022-01-01T16:00:00Z,2022-01-01T17:10:48Z,A20N,M,8be5c854fd664bcb97fb543339f74770,61,10,397,64851
248764648,2022-01-01,fbe500f9b518e9e80402dcd95deb9399,EGPH,Edinburgh,GB,EGAC,Belfast City,GB,2022-01-01T12:39:00Z,2022-01-01T13:14:02Z,A320,M,a73f82288988b79be490c6322f4c32ed,28,7,117,50844
248752774,2022-01-01,ed17dcada3854a33bc5950b191536727,EETN,Tallinn,EE,LSZH,Zurich,CH,2022-01-01T08:01:00Z,2022-01-01T11:03:27Z,BCS3,M,2d5def0a5a844b343ba1b7cc9cb28fa9,170,12,940,54871
248752117,2022-01-01,f6c67744bd44436f7496e7c2c636b9f0,LOWW,Vienna,AT,LLBG,Tel Aviv,IL,2022-01-01T13:04:00Z,2022-01-01T16:13:00Z,A320,M,5d407cb11cc29578cc3e292e743f5393,176,13,1295,68791
248752118,2022-01-01,f5032f3e5e9a88a8bd38579622b323d1,EGLL,London Heathrow,GB,KSEA,Seattle,US,2022-01-01T13:06:00Z,2022-01-01T22:24:34Z,B772,H,5543e4dc327359ffaf5b9c0e6faaf0e1,546,13,4278,180441
248750694,2022-01-01,21cf8666207069bbe1bdb621a88e3580,LTFM,iGA Istanbul,TR,ESGG,Gothenburg,SE,2022-01-01T06:06:00Z,2022-01-01T09:53:42Z,A21N,M,6351ec1b849adacc0cbb3b1313d8d39b,203,25,1213,72707
248751241,2022-01-01,772edc663ffb755c9c67e899d6ac12e7,ENZV,Stavanger,NO,EKCH,Copenhagen,DK,2022-01-01T15:01:24Z,2022-01-01T16:03:27Z,CRJ9,M,8be5c854fd664bcb97fb543339f74770,52,10,313,31892
248756743,2022-01-01,167ae60a7fcaf7259d0192bcd8f051fd,EHAM,Amsterdam,NL,ENGM,Oslo,NO,2022-01-01T10:13:00Z,2022-01-01T12:15:22Z,CRJ9,M,8be5c854fd664bcb97fb543339f74770,109,13,573,32876
248757560,2022-01-01,b0ddeff09b54060b1405222ae79d8565,EIDW,Dublin,IE,LEBL,Barcelona,ES,2022-01-01T07:14:00Z,2022-01-01T09:40:50Z,A320,M,a73f82288988b79be490c6322f4c32ed,129,18,842,66929.3425925926
248760785,2022-01-01,19755d2d46e6332935772bdcb3d67066,LSZH,Zurich,CH,LTFJ,Istanbul Sabiha Gokcen,TR,2022-01-01T12:51:00Z,2022-01-01T15:38:00Z,B738,M,6351ec1b849adacc0cbb3b1313d8d39b,157,10,1095,59816
248761451,2022-01-01,a2bd79cfcc86d99ce76edbd8d3365dd6,EGAC,Belfast City,GB,EGCC,Manchester,GB,2022-01-01T07:34:00Z,2022-01-01T08:23:07Z,A320,M,a73f82288988b79be490c6322f4c32ed,39,10,181,51818
248758278,2022-01-01,b0ad2e755b196537674d617b7ee44d5d,LTFM,iGA Istanbul,TR,EDDB,Berlin Brandenburg,DE,2022-01-01T05:47:00Z,2022-01-01T08:48:27Z,A321,M,6351ec1b849adacc0cbb3b1313d8d39b,156,25,940,79571
248758284,2022-01-01,aed320e63401defaba4caead18233faf,EGLL,London Heathrow,GB,EIDW,Dublin,IE,2022-01-01T17:40:00Z,2022-01-01T18:38:32Z,A320,M,a73f82288988b79be490c6322f4c32ed,49,10,252,51818
248759287,2022-01-01,332dc60565d068a0773b57868ab4bbcb,EKCH,Copenhagen,DK,ESGG,Gothenburg,SE,2022-01-01T19:53:00Z,2022-01-01T20:33:34Z,CRJ9,M,8be5c854fd664bcb97fb543339f74770,33,8,166,26903
248760673,2022-01-01,04692545b4f6b78b54677662470f7cf6,ESGG,Gothenburg,SE,EBBR,Brussels,BE,2022-01-01T10:50:00Z,2022-01-01T12:25:45Z,A319,M,bdeeef3a675587d530de70a25d7118d2,86,10,508,58244.2172181094
248757512,2022-01-01,ea89f96beeb9f66f840aaad21341e051,LFLL,Lyon,FR,EBBR,Brussels,BE,2022-01-01T06:23:00Z,2022-01-01T07:47:07Z,A319,M,bdeeef3a675587d530de70a25d7118d2,68,16,390,57274.3449402927
